,year,artist.inverted,track,time,genre,date.entered,date.peaked,Weeks on Billboard,Top Billboard Rank,Week,Ranking,Hello
2831,2000,"Hart, Beth",L.A. Song,3:47,Country,1999-11-27,2000-01-15,12,90.0,9,99.0,Country
2836,2000,"Herndon, Ty",No Mercy,4:43,Country,2000-03-18,2000-05-06,8,92.0,9,95.0,Country
2853,2000,Destiny's Child,Independent Women Part I,3:38,Rock,2000-09-23,2000-11-18,28,1.0,10,1.0,Rock
2854,2000,Santana,"Maria, Maria",4:18,Rock,2000-02-12,2000-04-08,26,1.0,10,1.0,Rock
2855,2000,Savage Garden,I Knew I Loved You,4:07,Rock,1999-10-23,2000-01-29,33,1.0,10,4.0,Rock
2856,2000,Madonna,Music,3:45,Rock,2000-08-12,2000-09-16,24,1.0,10,2.0,Rock
2857,2000,"Aguilera, Christina",Come On Over Baby (All I Want Is You),3:38,Rock,2000-08-05,2000-10-14,21,1.0,10,11.0,Rock
2858,2000,Janet,Doesn't Really Matter,4:17,Rock,2000-06-17,2000-08-26,24,1.0,10,5.0,Rock
2859,2000,Destiny's Child,Say My Name,4:31,Rock,1999-12-25,2000-03-18,32,1.0,10,18.0,Rock
2860,2000,"Iglesias, Enrique",Be With You,3:36,Latin,2000-04-01,2000-06-24,20,1.0,10,6.0,Others
2861,2000,Sisqo,Incomplete,3:52,Rock,2000-06-24,2000-08-12,26,1.0,10,2.0,Rock
2862,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,55,1.0,10,27.0,Country
2863,2000,N'Sync,It's Gonna Be Me,3:10,Rock,2000-05-06,2000-07-29,25,1.0,10,7.0,Rock
2864,2000,"Aguilera, Christina",What A Girl Wants,3:18,Rock,1999-11-27,2000-01-15,24,1.0,10,2.0,Rock
2865,2000,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,41,1.0,10,19.0,Rock
2866,2000,Creed,With Arms Wide Open,3:52,Rock,2000-05-13,2000-11-11,47,1.0,10,74.0,Rock
2867,2000,Aaliyah,Try Again,4:03,Rock,2000-03-18,2000-06-17,32,1.0,10,10.0,Rock
2868,2000,matchbox twenty,Bent,4:12,Rock,2000-04-29,2000-07-22,39,1.0,10,12.0,Rock
2869,2000,"Carey, Mariah",Thank God I Found You,4:14,Rock,1999-12-11,2000-02-19,20,1.0,10,2.0,Rock
2870,2000,"Hill, Faith",Breathe,4:04,Rap,1999-11-06,2000-04-22,53,2.0,10,43.0,Rap
2871,2000,Mya,Case Of The Ex (Whatcha Gonna Do),3:50,Rock,2000-08-19,2000-12-02,30,2.0,10,17.0,Rock
2872,2000,Dream,He Loves U Not,3:43,Rock,2000-09-30,2000-12-30,28,2.0,10,18.0,Rock
2873,2000,"Braxton, Toni",He Wasn't Man Enough,4:21,Rock,2000-03-18,2000-05-06,37,2.0,10,4.0,Rock
2874,2000,"Anthony, Marc",You Sang To Me,3:50,Latin,2000-02-26,2000-06-03,32,2.0,10,13.0,Others
2875,2000,98¡,Give Me Just One Night (Una Noche),3:24,Rock,2000-08-19,2000-09-30,20,2.0,10,6.0,Rock
2876,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,32,3.0,10,18.0,Rock
2877,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,53,3.0,10,51.0,Rock
2878,2000,Sisqo,Thong Song,4:05,Rock,2000-01-29,2000-05-20,28,3.0,10,10.0,Rock
2879,2000,"Aguilera, Christina",I Turn To You,4:00,Rock,2000-04-15,2000-07-01,22,3.0,10,17.0,Rock
2880,2000,"Houston, Whitney",My Love Is Your Love,4:16,Rock,1999-09-04,2000-01-08,28,4.0,10,7.0,Rock
2881,2000,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,44,4.0,10,27.0,Rock
2882,2000,"Jordan, Montell",Get It On.. Tonite,4:34,Rap,1999-10-23,2000-02-12,32,4.0,10,24.0,Rap
2883,2000,N'Sync,Bye Bye Bye,3:15,Rock,2000-01-29,2000-04-15,23,4.0,10,5.0,Rock
2884,2000,Eminem,The Real Slim Shady,4:42,Rap,2000-05-06,2000-06-24,19,4.0,10,4.0,Rap
2885,2000,Pink,Most Girls,4:06,Rock,2000-08-12,2000-11-25,27,4.0,10,8.0,Rock
2886,2000,"Mumba, Samantha",Gotta Tell You,3:19,Rock,2000-09-09,2000-12-09,22,4.0,10,8.0,Rock
2887,2000,Blaque,Bring It All To Me,3:46,Pop,1999-10-23,2000-01-22,29,5.0,10,9.0,Others
2888,2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,Rap,1999-11-27,2000-01-08,21,5.0,10,7.0,Rap
2889,2000,"Gray, Macy",I Try,3:52,Rock,2000-02-19,2000-05-20,27,5.0,10,7.0,Rock
2890,2000,N'Sync,This I Promise You,4:23,Rock,2000-09-30,2000-12-02,26,5.0,10,5.0,Rock
2891,2000,Ruff Endz,No More,3:56,Rock,2000-07-01,2000-09-02,26,5.0,10,5.0,Rock
2892,2000,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,Rock,2000-01-01,2000-03-18,24,6.0,10,9.0,Rock
2893,2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,27,6.0,10,13.0,Rock
2894,2000,"Dion, Celine",That's The Way It Is,4:03,Rock,1999-11-13,2000-03-04,28,6.0,10,14.0,Rock
2895,2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,23,6.0,10,15.0,Rock
2896,2000,Eiffel 65,Blue (Da Ba Dee),3:29,Electronica,1999-12-11,2000-01-29,20,6.0,10,9.0,Others
2897,2000,"Badu, Erkyah",Bag Lady,5:03,Rock,2000-08-19,2000-10-07,20,6.0,10,9.0,Rock
2898,2000,Pink,There U Go,3:23,Rock,2000-03-04,2000-04-08,32,7.0,10,15.0,Rock
2899,2000,Creed,Higher,5:16,Rock,1999-09-11,2000-07-22,57,7.0,10,57.0,Rock
2900,2000,Nelly,(Hot S**t) Country Grammar,4:17,Rap,2000-04-29,2000-09-16,34,7.0,10,36.0,Rap
2901,2000,Next,Wifey,4:03,Rock,2000-05-27,2000-09-09,21,7.0,10,24.0,Rock
2903,2000,Sonique,It Feels So Good,3:48,Rock,2000-01-22,2000-04-22,24,8.0,10,12.0,Rock
2904,2000,"Spears, Britney",Oops!.. I Did It Again,3:30,Rock,2000-04-22,2000-06-10,20,9.0,10,10.0,Rock
2905,2000,"Backstreet Boys, The",Shape Of My Heart,3:49,Rock,2000-10-14,2000-12-02,20,9.0,10,12.0,Rock
2906,2000,Everclear,Wonderful,4:30,Rock,2000-07-08,2000-09-30,21,11.0,10,25.0,Rock
2907,2000,Ja Rule,Between Me And You,4:05,Rap,2000-09-16,2000-11-18,20,11.0,10,11.0,Rap
2908,2000,"Rimes, LeAnn",I Need You,3:42,Country,2000-05-27,2000-08-12,25,11.0,10,50.0,Country
2909,2000,Smash Mouth,Then The Morning Comes,3:04,Rock,1999-10-30,2000-01-29,26,11.0,10,14.0,Rock
2910,2000,Jay-Z,I Just Wanna Love U (Give It 2 Me),3:50,Rap,2000-10-28,2000-12-30,21,11.0,10,11.0,Rap
2911,2000,Jagged Edge,Let's Get Married,4:23,Rock,2000-05-06,2000-07-29,24,11.0,10,26.0,Rock
2912,2000,Filter,Take A Picture,4:23,Rock,1999-11-27,2000-02-05,20,12.0,10,19.0,Rock
2913,2000,"Martin, Ricky",She Bangs,4:02,Latin,2000-10-07,2000-12-02,18,12.0,10,20.0,Others
2914,2000,Mystikal,Shake Ya Ass,4:46,Rap,2000-08-12,2000-10-28,20,13.0,10,14.0,Rap
2915,2000,BBMak,Back Here,3:35,Rock,2000-04-29,2000-07-29,31,13.0,10,18.0,Rock
2916,2000,"Spears, Britney",From The Bottom Of My Broken Heart,4:30,Rock,2000-01-29,2000-02-26,20,14.0,10,35.0,Rock
2917,2000,Third Eye Blind,Never Let You Go,3:57,Rock,2000-01-22,2000-04-01,22,14.0,10,16.0,Rock
2918,2000,Red Hot Chili Peppers,Otherside,4:13,Rock,2000-02-12,2000-05-27,22,14.0,10,29.0,Rock
2919,2000,Profyle,Liar,3:57,R&B,2000-09-16,2000-10-28,20,14.0,10,33.0,R&B
2920,2000,Barenaked Ladies,Pinch Me,3:46,Rock,2000-09-09,2000-11-25,21,15.0,10,25.0,Rock
2921,2000,Jagged Edge,He Can't Love U,3:30,Rock,1999-12-11,2000-01-08,20,15.0,10,25.0,Rock
2922,2000,504 Boyz,Wobble Wobble,3:35,Rap,2000-04-15,2000-05-06,18,17.0,10,57.0,Rap
2923,2000,Sting,Desert Rose,3:52,Rock,2000-05-13,2000-08-26,26,17.0,10,21.0,Rock
2924,2000,Jay-Z,Big Pimpin',3:55,Rap,2000-04-22,2000-07-08,20,18.0,10,19.0,Rap
2925,2000,Kid Rock,Only God Knows Why,5:27,Rock,2000-02-19,2000-04-15,20,19.0,10,19.0,Rock
2926,2000,Foo Fighters,Learn To Fly,3:55,Rock,1999-10-16,2000-01-22,21,19.0,10,25.0,Rock
2927,2000,"Dixie Chicks, The",Goodbye Earl,4:19,Country,2000-03-18,2000-05-06,15,19.0,10,61.0,Country
2928,2000,Guy,Dancin',4:08,R&B,1999-12-18,2000-01-01,11,19.0,10,75.0,R&B
2929,2000,Lil Bow Wow,Bounce With Me,3:22,Rap,2000-08-19,2000-09-16,20,20.0,10,27.0,Rap
2930,2000,Westlife,Swear It Again,4:07,Rock,2000-04-01,2000-07-01,20,20.0,10,35.0,Rock
2931,2000,Train,Meet Virginia,3:55,Rock,1999-10-09,2000-01-22,27,20.0,10,24.0,Rock
2932,2000,"Thomas, Carl",I Wish,3:50,Rock,2000-03-25,2000-05-13,20,20.0,10,21.0,Rock
2934,2000,"Simpson, Jessica",I Think I'm In Love With You,3:32,Pop,2000-07-01,2000-08-12,16,21.0,10,27.0,Others
2935,2000,Ludacris,What's Your Fantasy,4:16,Rap,2000-09-30,2000-12-16,22,21.0,10,25.0,Rap
2936,2000,Lil' Zane,Callin' Me,3:43,Rap,2000-07-29,2000-09-02,13,21.0,10,59.0,Rap
2937,2000,M2M,Don't Say You Love Me,3:41,Pop,1999-11-20,2000-01-08,12,21.0,10,92.0,Others
2938,2000,SoulDecision,Faded,3:25,Rock,2000-07-08,2000-09-09,24,22.0,10,22.0,Rock
2939,2000,"Brock, Chad",Yes!,3:22,Country,2000-04-08,2000-07-01,20,22.0,10,31.0,Country
2940,2000,"Martin, Ricky",Shake Your Bon-Bon,3:08,Latin,1999-11-20,2000-02-12,18,22.0,10,54.0,Others
2941,2000,Vertical Horizon,You're A God,3:45,Rock,2000-08-26,2000-11-04,21,23.0,10,26.0,Rock
2942,2000,Avant,Separated,4:13,Rock,2000-04-29,2000-05-20,20,23.0,10,25.0,Rock
2943,2000,"Rimes, LeAnn",Big Deal,3:03,Country,1999-10-16,2000-01-01,20,23.0,10,26.0,Country
2944,2000,IMx,Stay The Night,3:37,Rap,1999-10-09,2000-01-08,20,23.0,10,34.0,Rap
2945,2000,Dr. Dre,The Next Episode,2:38,Rap,2000-05-27,2000-07-29,20,23.0,10,23.0,Rap
2946,2000,"Spears, Britney",Lucky,3:23,Rock,2000-08-12,2000-09-09,11,23.0,10,86.0,Rock
2947,2000,Savage Garden,Crash And Burn,4:41,Rock,2000-04-08,2000-05-27,20,24.0,10,29.0,Rock
2948,2000,Kandi,Don't Think I'm Not,3:50,Rock,2000-08-05,2000-10-07,24,24.0,10,24.0,Rock
2949,2000,Sammie,I Like It,4:09,Rock,2000-01-29,2000-04-15,20,24.0,10,29.0,Rock
2950,2000,Goo Goo Dolls,Broadway,3:54,Rock,2000-04-22,2000-07-01,20,24.0,10,26.0,Rock
2951,2000,"Moore, Mandy",I Wanna Be With You,4:12,Pop,2000-06-17,2000-08-12,23,24.0,10,34.0,Others
2952,2000,Dr. Dre,Forgot About Dre,3:42,Rap,2000-01-22,2000-03-25,20,25.0,10,25.0,Rap
2953,2000,D'Angelo,Untitled (How Does It Feel),7:10,R&B,2000-01-22,2000-02-19,17,25.0,10,35.0,R&B
2954,2000,"Messina, Jo Dee",That's The Way,3:17,Country,2000-06-24,2000-08-26,20,25.0,10,25.0,Country
2955,2000,Avant,My First Love,4:28,Rock,2000-11-04,2000-12-16,20,26.0,10,31.0,Rock
2956,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,26,26.0,10,60.0,Others
2957,2000,Da Brat,What'Chu Like,3:57,Rap,2000-06-03,2000-08-12,20,26.0,10,31.0,Rap
2958,2000,DMX,Party Up (Up In Here),3:45,Rap,2000-02-26,2000-04-22,21,27.0,10,27.0,Rap
2959,2000,"Dixie Chicks, The",Cowboy Take Me Away,4:51,Country,1999-11-27,2000-01-29,20,27.0,10,27.0,Country
2960,2000,"McGraw, Tim",My Next Thirty Years,3:37,Country,2000-10-21,2000-12-16,20,27.0,10,27.0,Country
2961,2000,"Tritt, Travis",Best Of Intentions,4:15,Country,2000-08-19,2000-12-02,22,27.0,10,38.0,Country
2962,2000,Alice Deejay,Better Off Alone,6:50,Electronica,2000-04-08,2000-06-03,20,27.0,10,30.0,Others
2963,2000,Hoku,Another Dumb Blonde,3:47,Pop,2000-02-19,2000-04-08,14,27.0,10,41.0,Others
2964,2000,"Houston, Whitney",I Learned From The Best,4:18,Rock,2000-02-19,2000-03-25,11,27.0,10,73.0,Rock
2965,2000,Counting Crows,Hanginaround,4:07,Rock,1999-11-06,2000-01-29,20,28.0,10,32.0,Rock
2966,2000,Mary Mary,Shackles (Praise You),3:12,Rock,2000-03-25,2000-05-13,20,28.0,10,30.0,Rock
2968,2000,"McGraw, Tim",My Best Friend,4:33,Country,1999-11-27,2000-01-29,21,29.0,10,29.0,Country
2969,2000,Sugar Ray,Falls Apart,4:15,Rock,2000-01-15,2000-02-19,20,29.0,10,37.0,Rock
2971,2000,"Jones, Donell",Where I Wanna Be,6:22,Rock,2000-04-22,2000-07-08,20,29.0,10,35.0,Rock
2972,2000,"Paisley, Brad",We Danced,3:45,Country,2000-10-14,2000-12-16,20,29.0,10,29.0,Country
2973,2000,Lonestar,What About Now,3:30,Country,2000-06-10,2000-08-19,20,30.0,10,34.0,Country
2974,2000,"Backstreet Boys, The",The One,3:46,Rock,2000-05-27,2000-07-01,15,30.0,10,61.0,Rock
2975,2000,"Keith, Toby",How Do You Like Me Now?!,3:29,Country,2000-01-29,2000-04-08,20,31.0,10,32.0,Country
2976,2000,"Strait, George",The Best Day,3:24,Country,2000-01-29,2000-04-22,20,31.0,10,34.0,Country
2977,2000,"Dixie Chicks, The",Without You,3:32,Country,2000-10-07,2000-12-23,20,31.0,10,40.0,Country
2978,2000,Musiq,Just Friends (Sunny),4:02,Rap,2000-10-14,2000-12-30,20,31.0,10,34.0,Rap
2979,2000,"McEntire, Reba",What Do You Say,3:26,Country,1999-10-30,2000-01-29,20,31.0,10,46.0,Country
2980,2000,"Braxton, Toni",Just Be A Man About It,4:10,Rock,2000-07-29,2000-09-02,20,32.0,10,38.0,Rock
2981,2000,"Iglesias, Enrique",Rhythm Divine,7:35,Latin,1999-12-04,2000-01-22,17,32.0,10,38.0,Others
2982,2000,"Fabian, Lara",I Will Love Again,3:43,Pop,2000-06-10,2000-08-12,17,32.0,10,32.0,Others
2983,2000,Bon Jovi,It's My Life,3:44,Rock,2000-08-12,2000-09-30,20,33.0,10,34.0,Rock
2984,2000,"Evans, Sara",Born To Fly,5:36,Country,2000-10-21,2000-12-30,20,34.0,10,39.0,Country
2985,2000,"Chesney, Kenny",I Lost It,3:54,Country,2000-10-21,2000-12-23,20,34.0,10,34.0,Country
2986,2000,J-Shin,One Night Stand,4:34,R&B,1999-12-25,2000-02-26,17,34.0,10,34.0,R&B
2987,2000,Eve,Love Is Blind,3:51,Rap,2000-01-08,2000-02-19,16,34.0,10,46.0,Rap
2988,2000,Aaliyah,I Don't Wanna,4:15,Rock,2000-01-29,2000-03-04,20,35.0,10,36.0,Rock
2989,2000,"Montgomery, John Michael",The Little Girl,3:52,Country,2000-09-09,2000-10-28,20,35.0,10,38.0,Country
2990,2000,"Carter, Aaron",Aaron's Party (Come Get It),3:23,R&B,2000-08-26,2000-09-16,15,35.0,10,55.0,R&B
2991,2000,"Vassar, Phil",Just Another Day In Paradise,3:54,Country,2000-09-30,2000-12-02,20,35.0,10,35.0,Country
2992,2000,Ice Cube,You Can Do It,4:20,Rap,1999-12-04,2000-01-15,12,35.0,10,54.0,Rap
2993,2000,"Wills, Mark",Back At One,4:00,Country,2000-01-15,2000-02-26,18,36.0,10,46.0,Country
2994,2000,Lucy Pearl,Dance Tonight,3:45,R&B,2000-05-20,2000-07-29,19,36.0,10,40.0,R&B
2995,2000,"Jackson, Alan",It Must Be Love,2:53,Country,2000-06-24,2000-09-02,20,37.0,10,38.0,Country
2996,2000,"Griggs, Andy",She's More,3:19,Country,2000-03-11,2000-06-10,20,37.0,10,48.0,Country
2997,2000,No Doubt,Simple Kind Of Life,4:11,Rock,2000-07-01,2000-07-22,13,38.0,10,85.0,Rock
2998,2000,"Jean, Wyclef",911,4:00,Rap,2000-10-07,2000-11-25,19,38.0,10,38.0,Rap
2999,2000,Rascal Flatts,Prayin' For Daylight,3:36,Country,2000-05-06,2000-08-12,20,38.0,10,54.0,Country
3000,2000,Vitamin C,Graduation (Friends Forever),4:23,Rock,2000-04-15,2000-06-10,12,38.0,10,42.0,Rock
3001,2000,"Gilman, Billy",One Voice,4:07,Country,2000-06-17,2000-09-02,19,38.0,10,44.0,Country
3002,2000,Lonestar,Smile,3:33,Country,1999-12-18,2000-02-12,20,39.0,10,39.0,Country
3003,2000,"Rogers, Kenny",Buy Me A Rose,3:46,Country,2000-03-11,2000-05-06,20,40.0,10,40.0,Country
3004,2000,"Lawrence, Tracy",Lessons Learned,2:55,Country,2000-01-29,2000-04-08,20,40.0,10,42.0,Country
3005,2000,"Strait, George",Go On,3:48,Country,2000-08-26,2000-10-28,20,40.0,10,40.0,Country
3006,2000,Sisqo,Got To Get It,3:52,Rock,1999-11-20,2000-01-22,20,40.0,10,40.0,Rock
3007,2000,Baha Men,Who Let The Dogs Out,3:17,R&B,2000-07-22,2000-10-21,20,40.0,10,54.0,R&B
3008,2000,"Walker, Clay",The Chain Of Love,5:03,Country,2000-04-15,2000-06-10,20,40.0,10,45.0,Country
3009,2000,"McBride, Martina",Love's The Only House,5:13,Country,2000-02-05,2000-04-15,20,42.0,10,43.0,Country
3011,2000,"Tippin, Aaron",Kiss This,2:53,Country,2000-08-26,2000-10-21,20,42.0,10,46.0,Country
3012,2000,SheDaisy,I Will.. But,3:40,Country,2000-07-15,2000-09-16,20,43.0,10,43.0,Country
3013,2000,"Raye, Collin",Couldn't Last A Moment,3:40,Country,2000-03-18,2000-06-24,20,43.0,10,49.0,Country
3014,2000,Black Rob,Whoa!,4:04,Rap,2000-03-04,2000-04-15,17,43.0,10,58.0,Rap
3015,2000,"Jackson, Alan",Pop A Top,3:04,Country,1999-11-13,2000-01-22,17,43.0,10,52.0,Country
3016,2000,"Black, Clint",Been There,5:28,Country,2000-02-19,2000-04-15,20,44.0,10,44.0,Country
3017,2000,Common,The Light,3:55,Rap,2000-08-05,2000-09-09,19,44.0,10,56.0,Rap
3018,2000,"Vassar, Phil",Carlene,4:07,Country,2000-03-04,2000-04-22,19,45.0,10,50.0,Country
3019,2000,"Jackson, Alan",www.memory,2:36,Country,2000-11-04,2000-12-23,15,45.0,10,69.0,Country
3021,2000,"Eastsidaz, The",G'D Up,4:27,Rap,2000-01-08,2000-02-12,14,47.0,10,69.0,Rap
3022,2000,Ideal,Whatever,3:48,R&B,2000-06-10,2000-08-19,18,47.0,10,48.0,R&B
3023,2000,"Thomas, Carl",Emotional,4:31,Rock,2000-11-25,2000-12-30,20,47.0,10,52.0,Rock
3024,2000,Ginuwine,None Of Ur Friends Business,4:12,Rock,1999-12-11,2000-01-22,15,48.0,10,55.0,Rock
3025,2000,"Davidson, Clay",Unconditional,3:56,Country,2000-03-25,2000-06-17,20,49.0,10,56.0,Country
3026,2000,DMX,What You Want,4:05,Rap,2000-07-01,2000-09-23,20,49.0,10,57.0,Rap
3027,2000,"John, Elton",Someday Out Of The Blue,4:41,Rock,2000-04-22,2000-05-06,15,49.0,10,90.0,Rock
3029,2000,Mya,The Best Of Me,4:12,Rock,2000-04-15,2000-05-20,17,50.0,10,61.0,Rock
3030,2000,"Heatherly, Eric",Flowers On The Wall,3:16,Country,2000-04-29,2000-08-12,20,50.0,10,65.0,Country
3031,2000,Eminem,Stan,5:26,Rap,2000-11-04,2000-12-02,15,51.0,10,70.0,Rap
3032,2000,"McEntire, Reba",I'll Be,4:23,Country,2000-05-13,2000-07-29,20,51.0,10,55.0,Country
3033,2000,"Lopez, Jennifer",Feelin' Good,4:28,Latin,2000-02-19,2000-04-08,17,51.0,10,79.0,Others
3034,2000,"Urban, Keith",Your Everything,4:10,Country,2000-07-15,2000-09-16,16,51.0,10,51.0,Country
3036,2000,"Gill, Vince",Feels Like Love,4:13,Country,2000-09-02,2000-11-18,20,52.0,10,54.0,Country
3037,2000,"Houston, Whitney",Could I Have This Kiss Forever,3:54,Rock,2000-06-17,2000-08-05,19,52.0,10,56.0,Rock
3038,2000,Bloodhound Gang,The Bad Touch,4:20,R&B,2000-03-18,2000-04-15,12,52.0,10,92.0,R&B
3039,2000,"Williams, Robbie",Angels,3:56,Rock,1999-11-20,2000-01-22,19,53.0,10,53.0,Rock
3040,2000,"Messina, Jo Dee",Because You Love Me,3:50,Country,2000-01-29,2000-03-11,13,53.0,10,61.0,Country
3041,2000,"Keith, Toby",Country Comes To Town,3:39,Country,2000-08-05,2000-10-14,15,54.0,10,55.0,Country
3042,2000,Beenie Man,Girls Dem Sugar,4:17,Reggae,2000-10-21,2000-12-02,15,54.0,10,75.0,Others
3043,2000,"Hill, Faith",Let's Make Love,4:11,Rap,2000-08-12,2000-10-21,14,54.0,10,55.0,Rap
3044,2000,Kelis,Caught Out There,4:09,R&B,1999-12-04,2000-01-08,12,54.0,10,67.0,R&B
3046,2000,3 Doors Down,Loser,4:24,Rock,2000-10-21,2000-12-02,20,55.0,10,61.0,Rock
3047,2000,Brooks & Dunn,You'll Always Be Loved By Me,2:58,Country,2000-06-10,2000-09-09,19,55.0,10,68.0,Country
3048,2000,"Chesney, Kenny",What I Need To Do,4:05,Country,2000-04-01,2000-06-10,17,56.0,10,57.0,Country
3049,2000,"Stone, Angie",No More Rain (In This Cloud),4:42,R&B,1999-12-25,2000-01-22,17,56.0,10,69.0,R&B
3050,2000,Da Brat,That's What I'm Looking For,3:44,Rap,2000-02-26,2000-04-15,18,56.0,10,70.0,Rap
3052,2000,Papa Roach,Last Resort,3:19,Rock,2000-07-29,2000-12-02,20,57.0,10,64.0,Rock
3053,2000,"Adams, Yolanda",Open My Heart,5:30,Gospel,2000-08-26,2000-10-21,20,57.0,10,59.0,Others
3054,2000,Shyne,Bad Boyz,4:22,Rap,2000-09-09,2000-10-28,15,57.0,10,78.0,Rap
3055,2000,R.E.M.,The Great Beyond,4:10,Rock,1999-12-25,2000-01-29,14,57.0,10,59.0,Rock
3056,2000,"Diffie, Joe",It's Always Somethin',2:55,Country,2000-08-12,2000-09-16,14,57.0,10,85.0,Country
3057,2000,"McGraw, Tim",Some Things Never Change,3:56,Country,2000-05-13,2000-07-01,14,58.0,10,58.0,Country
3058,2000,"Henley, Don",Taking You Home,4:08,Rock,2000-06-24,2000-08-05,20,58.0,10,68.0,Rock
3059,2000,Eminem,The Way I Am,4:40,Rap,2000-08-26,2000-09-30,10,58.0,10,86.0,Rap
3060,2000,Nas,You Owe Me,3:51,R&B,2000-03-25,2000-04-15,16,59.0,10,69.0,R&B
3061,2000,Sister Hazel,Change Your Mind,4:02,Rock,2000-07-15,2000-08-05,20,59.0,10,78.0,Rock
3063,2000,"McBride, Martina",There You Are,3:26,Country,2000-09-09,2000-10-21,13,60.0,10,63.0,Country
3065,2000,Lil' Kim,No Matter What They Say,4:12,Rap,2000-07-15,2000-08-05,10,60.0,10,97.0,Rap
3068,2000,Splender,I Think God Can Explain,3:55,R&B,2000-06-10,2000-06-24,12,62.0,10,89.0,R&B
3070,2000,M2M,Mirror Mirror,3:19,Pop,2000-04-01,2000-05-27,18,62.0,10,70.0,Others
3071,2000,Kumbia Kings,U Don't Love Me,3:50,R&B,2000-03-04,2000-03-18,10,62.0,10,100.0,R&B
3072,2000,Joe,Treat Her Like A Lady,4:12,Rock,2000-08-05,2000-08-19,17,63.0,10,79.0,Rock
3073,2000,"Blige, Mary J.",Deep Inside,5:26,Rock,1999-11-13,2000-01-22,15,63.0,10,67.0,Rock
3074,2000,"Price, Kelly",You Should've Told Me,3:12,Rock,2000-09-23,2000-12-02,20,64.0,10,68.0,Rock
3075,2000,Changing Faces,That Other Woman,4:00,Rock,2000-09-30,2000-10-28,11,64.0,10,85.0,Rock
3076,2000,"Wright, Chely",It Was,3:51,R&B,2000-03-04,2000-04-15,10,64.0,10,98.0,R&B
3077,2000,Limp Bizkit,Rollin',4:04,Rock,2000-11-11,2000-12-09,17,65.0,10,78.0,Rock
3078,2000,Hot Boys,I Need A Hot Girl,4:16,Rap,2000-02-19,2000-03-11,13,65.0,10,90.0,Rap
3080,2000,"Adkins, Trace",More,3:05,Country,2000-04-29,2000-06-17,11,65.0,10,83.0,Country
3081,2000,"Dixie Chicks, The",Cold Day In July,5:12,Country,2000-06-24,2000-08-05,10,65.0,10,91.0,Country
3083,2000,DMX,What's My Name,3:50,Rap,2000-01-15,2000-02-12,11,67.0,10,94.0,Rap
3086,2000,"Blige, Mary J.",Give Me You,5:00,Rock,2000-04-15,2000-05-13,9,68.0,10,100.0,Rock
3087,2000,Red Hot Chili Peppers,Californication,5:21,Rock,2000-07-29,2000-10-14,19,69.0,10,79.0,Rock
3088,2000,Third Eye Blind,Deep Inside Of You,4:10,Rock,2000-09-02,2000-10-07,12,69.0,10,97.0,Rock
3091,2000,"Anthony, Marc",My Baby You,3:59,Latin,2000-09-16,2000-10-07,20,70.0,10,76.0,Others
3095,2000,"Loveless, Patty",That's The Kind Of Mood I'm In,3:27,Country,2000-09-16,2000-11-18,14,71.0,10,71.0,Country
3097,2000,"Rimes, LeAnn",Can't Fight The Moonlight,3:33,Country,2000-09-09,2000-09-16,20,71.0,10,79.0,Country
3098,2000,Lil Wayne,Tha Block Is Hot,4:13,Rap,1999-12-04,2000-01-08,11,72.0,10,87.0,Rap
3101,2000,Drama,"Left, Right, Left",3:37,Rap,2000-02-12,2000-03-18,13,73.0,10,96.0,Rap
3102,2000,Limp Bizkit,N 2 Gether Now,3:55,Rock,1999-12-04,2000-01-08,11,73.0,10,97.0,Rock
3104,2000,Ying Yang Twins,Whistle While You Twurk,4:19,Rap,2000-03-18,2000-04-29,14,74.0,10,89.0,Rap
3105,2000,"Walker, Clay","Live, Laugh, Love",4:06,Country,1999-12-04,2000-01-22,11,74.0,10,92.0,Country
3106,2000,Metallica,No Leaf Clover (Live),5:43,Rock,2000-02-12,2000-03-11,10,74.0,10,95.0,Rock
3109,2000,Big Punisher,It's So Hard,3:25,Rap,2000-04-22,2000-05-06,15,75.0,10,84.0,Rap
3110,2000,"Worley, Darryl",When You Need My Love,3:35,Country,2000-06-17,2000-09-02,15,75.0,10,80.0,Country
3111,2000,Lil' Kim,How Many Licks?,3:50,Rap,2000-11-25,2000-12-02,9,75.0,10,96.0,Rap
3114,2000,"Cagle, Chris",My Love Goes On And On,3:02,Country,2000-10-21,2000-12-02,11,76.0,10,83.0,Country
3116,2000,Metallica,I Disappear,4:26,Rock,2000-05-13,2000-06-17,20,76.0,10,84.0,Rock
